Id,Title,Price,User_id,profileName,review/helpfulness,review/score,review/time,review/summary,review/text
B000NPEWL0,Hatchet,,,,0/0,4.0,940032000,"A book of Hope, Dreams, Loss and Survival!","I have read this book twice and at reading the first page became a HUGE FAN of Gary Paulsen. I enjoyed this book the most because of it's moral, Brian (13yr.old main Character)Never gave up and achieved his goals when he was alone In the wilderness."
0137669658,Core Java 1.1 Volume II Advanced Features,,,,1/5,5.0,906422400,&iexcl;&iexcl;&iexcl;Es un libro excelente!!!,Considero que este es uno de los mejores libros en programaci&oacute;n que he leido. Este libro deber&iacute;a ser considerado por aquellos desarrolladores que se consideren serios y profesionales.El &uacute;nico requisito que piden los autores es que los programadores cuenten con tan solo un poco de l&oacute;gica y ganas de entender Java.
B0009KKVZU,Moll Flanders,,A12A08OL0TZY0W,Luc REYNAERT,5/7,5.0,1125619200,"Give me not Poverty, lest I steal","This human portrait of a woman is also an excellent sketch of the living conditions and the social stratification in England in the 18th century: 'the Age is so wicked and the Sex so Debauch'd'.It shows the immense chasm between a small class of wealthy people and the rest (Swift: 'a thousand to one'). The latter were struggling for sheer survival and praying 'Give me not Poverty, lest I steal' ... to be hanged: 'If I swing by the String, I shall hear the Bell ring, and then there's an End of poor Jenny.'But both classes intermingled.As E.J. Burford quotes in his masterful book 'The Synfulle Citie':Those who were riche were hangid by the PursseThose who were poore were hangid by the NeckeMoll Flanders: 'the passive Jade thinks of no Pleasure but the Money; and when he is as it were drunk in the Extasies of his wicked Pleasure, her Hands are in his Pockets.'The poor's religion was fatalism. Moll Flanders is all the time reproaching herself her Course of Life, 'a horrid Complication of Wickedness, Whoredom, Adultery, Incest, Lying, Theft...', but in the face of death at the gallows: 'I had now neither Remorse or Repentance ... no Thought of Heaven or Hell ... I neither had a Heart to ask God's Mercy.'Defoe's work is eminently modern with his psychological insight: 'What a Felicity is it to Mankind that they cannot see into the Hearts of one another, and 'Modest men are better Hypocrites';or, the ravage of alcoholism: 'the Drunk are the Men of whom Solomon says , they go like an Ox to the slaughter, till a Dart strikes through their Liver';and his feminism: 'the Disadvantage of the Women is a terrible Scandal upon Men', and 'Money only made a Woman agreeable'.Defoe's appeal to the reader 'every Branch of my Story may be useful to honest People', seems to be a smokescreen in order to circumvent censorship, because ultimately Moll Flanders prospers. This book is a perfect illustration of Bernard Mandeville's 'Triumph of Private Vices' in his 'Fable of the Bees'.Although some developments in this story are rather improbable, this superbly ironic and lively text constitutes an immortal portrait of the 'horrid Complication' to be a woman, here personified in Moll Flanders.Not to be missed."
B0006QSHNA,The little prince,,ALUZVH4CSXP5V,J. Barrett,0/0,5.0,1246924800,Most excellent,"This is my first time reading ""The Little Prince"", and I've found it to be outstanding - even as an adult. It has truly been an adventure reading it, and I look forward to keeping and sharing the book for many years. Highly recommended."
B000KDPDPO,A Distant Mirror the Calamitous 14th Century,,A296ECYYD6TC1B,Hung Nguyen,1/1,5.0,1358035200,Lovely book,"Wonderful descripton of a long gone era, but important for undestanding of human development. Very well written, Tuchman hold readers with excellent story writng skills."
B000I1DFMG,Icy Sparks,,A2HR0DJG4WMR8R,"Maurice Williams ""mauricewms""",8/10,4.0,986947200,It Crept Up On Me . . .,"This started off as just an o.k. read. I thought the story line, a coming of age account of a girl with Tourette syndrome, offered great potential. I was excited to start the novel, but I couldn't seem to get immersed in the story. The writing is quite clear, with excellent dialogue and memorable characters. However, I didn't feel that I was learning anything more about the specifics of Tourettes. Icy's trials seemed no greater than anyone who doesn't fit within the confines of what our culture deems normal. Then came the light bulb moment. Perhaps that's exactly the point Rubio is trying to make, that it matters not what our differences are, we deserve to be accepted for them, included with them. Rubio further demonstrates that with the love of family, friends and God - from whatever pulpit you choose to worship him - it is possible to embrace one's own differences and thrive with them. I guess on some level I've always known this and I'm grateful to Icy Sparks for providing a gentle reminder. So what started off as an o.k. read, turned into a quiet gem of a novel that requires a reading with an open heart and a compassion for otherness. A very worthwhile novel . . . enjoy it."
B000MWGJY2,"Business Plans That Win $$$, Lessons From the MIT Enterprise Forum",,,,5/6,4.0,889574400,Great advice on writing winning plans but getting outdated.,This book was great at giving the investor's angle on what a winning plan should and shouldn't include. It will almost definitely make an existing plan better and guide you toward a great plan if you're just starting (as I was). Be careful of the opinions about financing liklihood based on it's prescribed ranking system. The book was first written in 1985 and the venture captial world today bears little resemblance. The book is outdatedly bearish on startup financing.
B000K3DDFQ,Isaiah Effect,,,,24/33,2.0,1021939200,Hampered by sloppy scholarship,"It's an intriguing concept--that prayer might allow one to choose one's reality. It's not wholly a bogus idea--Evan Harris Walker explores similar territory in his &quot;Physics of Consciousness&quot;, in which he says that it may be possible that one's will, when properly marshalled, can have effects on quantum events, and, perhaps, events in the macroworld.Braden is not as careful as Walker; he interprets suggestive research as proving his thesis, even when it does not. Indeed, he breathlessly reports as if modern science was in general agreement with him, which it is decidedly not. I would wager that most scientists would have little sympathy for these ideas.Braden's idea that prophecies such as that of Isaiah in the Old Testament reveal different possible quantum futures is an interesting idea--one that Braden doesn't really develop fully.Braden also suggests that ancient the Essenes somehow had intuited all of this. To support this thesis, he quotes heavily from Edmond Szekely's &quot;Essene Gospel of Peace&quot;, and infers that it is one of the Dead Sea Scrolls. This is quite false.In truth, the actual Dead Sea Scrolls have a completely different focus and concern--they are reveal a profoundly apocalyptic mindset, quite unlike Szekely's &quot;gospel&quot;, which most scholars believe the French-Hungarian Szekely wrote himself.It is unfortunate--Braden seems sincere, and the basic idea of the book is an interesting one--but his scholarship is so sloppy that it is hard to take him seriously."
B000TDMUGU,New Junior Cookbook,,APS8VE2RWV31X,Beverly,0/0,5.0,1291507200,Better Homes and Gardens New Junior Cook Book,"This is a very well written, pretty,colorful, junior cookbook with great photos and recipes for a child to enjoy. My nine year old grand daughter was very pleased with it and enjoyed just sitting and reading it for quite a while before taking it home to try. Highly recommend for the child wanting to learn to cook"
B000O3Q0SY,Waiting,,A1DT2G32EIXUWV,April Koh,4/4,4.0,963100800,A deceptive love story,"&quot;Waiting&quot; to me , is on a whole a deceptive romantic love story. Initally, through reading the first two parts of the novel, the reader will get an idea that she is reading an enduring love story where love can conquer all odds.However, at the end of the novel, I get the idea that no love exist at all between Lin Kong and Manna. They are just together because they have been Wating for each other for so long. &quot;Waiting&quot; thus gives the reader a depressing view of love in the end. To me, no true love exists in the book and the last line of the novel clearly illustrates the idea that Lin is just waiting for Manna to die so that he can return to Shuyu.The protagonist is selfish and crowdly to the very end and he is a pathetic character who does not know what he wants.This book is a fine literary read that offers many ideas about human emotions . It is a must read for anyone who wants to think about the issues of love and the selfish nature of man. I truly enjoyed this book although it is , on the whole, a really bleak portrayal of human nature and love.Ha Jin's simple and direct prose also assists in bringing his ideas more closely to the reader ."
B000234N62,Six Wives: The Queens of Henry VIII,,A1VLFEJ1SU9UZI,Rachel Hibbard,0/0,5.0,1359763200,For the Tudor junkie,"When I say &#34;I love it,&#34; I mean that I love that I actually made it through ALL of this book! Starkey's research and writing is second to none; however, it is, to say the least, a little detailed. About 3 inches thick (back when I read actual books and not e-books), Six Wives covers every five minute interval of each wife's life. I did enjoy reading it, but even more, I enjoy the knowledge I've gained from having read it, as it informs all the other historical novels and movies I so love."
B00021GK24,Managing in the Next Society,,A180TZ6CUVED7Z,B.Sudhakar Shenoy,8/9,5.0,1031961600,Excellent foresight,"Mr. Drucker is probably the most experienced Management Consultant, teacher and Guru who has traveled through business transformations of the twentieth century. In his characteristic style of narration, with exceptional command over facts and the English language, he is once again at his best in this book - a collection of his recent articles on the new economy and the future of Society. Starting from the invention of the steam engine ( James Watt - 1776), the steam boat ( 1807) to the first railroad ( 1829), the first article &quot;Beyond the information Revolution&quot; describes similarities between the Industrial revolution and the Information Revolution. Moore's law is applicable to the computer's processing power today. A similar phenomenon happened to the cost and productivity of textiles in the Industrial age. Since then, the global economies have transformed completely and today we have a knowledge-based society. The decline of Agriculture during the Industrial age is similar to the decline of Manufacturing in the last four decades.What lies ahead, in terms of demographic, social, economic and business scenarios, during the next three decades makes fascinating reading. If you are in a hurry to find out what is in store, you may visit the last chapter directly. But the journey is more exciting than the destination. Please take the railroad powered by the steam engine and enjoy the lovely trip."
B000N76HCA,Cosmic Consciousness: a Study in the Evolution of the Human Mind,,A22RQ62Q4B1KSJ,William Delvin,1/1,4.0,1345766400,A Classic.,"Make sure you get the version with his letter to his son at the very beginning. I picked up this book many years ago thinking I may never read such a boring looking tome. However, when I read this letter I was touched to my core and I knew that anyone who could write such a deeply moving and beautiful letter must be worth reading. And boy, was I right. What astounds me is that later publishers have omitted this letter, thus demonstrating how ignorant, daft and insensitive they are. Get the letter version. You will see what I mean."
B000O2FK68,Brave New World,,ABYZCC9LUS4JN,Ben Rowe,6/7,4.0,952560000,"Great Literature, With a Message","In 1931, Aldous Huxley published a book which was controversial, intelligent, and contained a prophetic message for the future. That book was &quot;Brave New World&quot;, and seventy years later it is just as relevant as the day it was published. The book takes place in the not-so-distant future when the world has finally acheived a utopian society. In this society, people live lives which where already planned out before their birth. Humans are genetically engineered in a way which would best service society. Everything is for the good of society. Books, religion, poetry and individuality have been outlawed. But one citizen, Bernard Marx is starting to question the world in which he lives. This book is not only creatively written, but expresses an important message: The choices we make and aspects of our individuality affect the society in which we live."
B0006DXV1Q,"Cry, the beloved country",,,,0/1,4.0,925603200,very interesting and thought-provoking,"I read this book as homework as we watched the movie in class. While I must say I never read ahead, I did find the book quite interesting, and it arose some thought-provoking questions. I found myself researching Apartheid and South Africa, and whites in the country. If you are interested in civil or racial issues, or just fairness and equality you should read this book. Also, I recommend it if you've seen the movie."
B000HUR4PM,The Sky Observer's Guide,,A2PSYLAYD7JCLL,B. Laue,0/0,5.0,1167868800,"Old, but still invaluable for the amateur astronomer!","I bought my first edition back in the late 1970's. I bought this copy for my nephew. This book covers the basics of optics, teaching you how to calculate magnificaton with your objective's focal length, and the eyepiece focal length; it covers the basics of planetary, and interstellar objects; it covers safe, solar observation techniques; it gives a basic overview of astrophotography (film based, but film offers advantages over CCD's -- many techniqes apply to both approaches anyway); it even includes some star charts to get the amateur started.For the basics of amateur astronomy, this book cannot be beat. I recommend it to anyone interested in the subject. Cheers!"
1419951653,Nature of Desire - Natural Law,16.99,A23DNUP12FGXFJ,"Cherry Dare ""CherryD""",0/0,5.0,1357776000,Probably the single hottest erotic novel I've ever read,"If you're a fan of femdom, this book is your dream. If you're not, it just might convert you.Excellent characterization, sizzling and inventive sex, and a surprisingly clever plot make this novel something quite special in the genre. Mac is a great hero, sexually submissive but quite strong and alpha in other ways, and Violet is very likable. Highly recommended."
B00005VQO4,The crystal cave,,,,0/1,5.0,939427200,"Dominican h.s.in NO, LA...you finally picked a good book",this was one of the only school books that i actually enjoyed reading. i read it in the eighth grade when i was still apprehensive about novels. I thoroughly enjoyed this book. this made me realize that the authurian legend had more to it than i had previously thought. this made me rethink about the authurian legend. finally a book aout authur that is not boring. it also shed light onto merlin that was previously not given. merlin finally gets the recognition that he deserves.
B00005X479,"Walden : or, Life in the woods",,,,4/10,3.0,931996800,This and That,"The best description of this book comes from Eric Cartman of South Park, CO. When asked what was it about, he said: &quot;You know, this and that.&quot;"
1857151747,Heart of Darkness (Everyman Classics),,A22ZTMU6T82ECQ,Michael Barrie,2/19,1.0,1303603200,Awful,English was not J&oacute;zef Teodor Konrad Korzeniowski's first language. And my does it show! He clearly cannot write decent English prose. This book is meaningless twaddle and is best consigned to the dustbin. Good on those Amazon reviewers who have had the courage to speak out. For those singing its praises I hear whisperings of the Emperor's Clothes.
B000GW31S0,Tale of Despereaux,,,,3/4,4.0,1164844800,"a mouse, a needle, and some thread.","The newbery award wining story of Despereaux is about a mouse who is trying to save the Princess Pea from a rat who killed the queen. And because he killed the Queen, the entire kingdom was rid from soup. Now, you know soup is almost the only thing people eat almost every day. Will Despereaux save the Princess Pea, and save the kingdom? Well, my friend, that is for you to find out."
0786135034,Pride and Prejudice,,A1CH8N9XALGTAN,Andrew C. LING,0/0,5.0,964051200,superb,"This is certainly a great love story and will survive for generations.I would like to point out something. Perhaps some British peope or people familiar with British society will be able to give me a satisfactory answer. While Mr Darcy abhored people who are ill-bred, unsophisticated and mediocre it is diffcult to see how he could put up with people like Lady Catherine, Caroline Bingley and Louisa Hurst who are just as bad as Mrs Bennet, Kitty Bennet and Lydia Bennet. The latter group had less money and social status. Is this the reason ?"
0140554955,The Button Box,4.55,A1RIOQMJDTR3RM,A. Selbig,0/0,4.0,1276041600,My daughter's favorite!,"My daughter (4 yrs. old) and I love this book! We started our own button collection after reading this book and now we sort through our own button box as we read the book. It is great for teaching kids to sort by colors, size, number of button holes, etc. It is a wonderful book and one of our favorites!"
006063040X,The Five Gospels: What Did Jesus Really Say? The Search for the Authentic Words of Jesus,18.18,A2TCL3XLU57QC,"Frank Mclaughlin ""frank mclaughlin""",21/30,5.0,1068422400,Exciting and interesting search for truth,"This is a tremendous work for those interested in understanding exactly what it is that Jesus might have said and taught as closely as can be determined from the ancient writings of his followers. This includes the four Gospels translated directly from the ancient Greek and the new Gospel of Thomas, which was discovered in Egypt in 1945 as part of the Nag Hammadi texts. The Gospel of Thomas, from a copy of an early third century manuscript, ""has survived in its full form only in Coptic, although its original language was Greek.""The translations are by a panel of Christian scholars, many from prestigious religious institutions such as the University of Notre Dame, DePaul University (J. Dominic Crossan), Xavier University, Eden Theological Seminary and Texas Christian University. It is ""free of ecclesiastical and religious control, unlike other major translations into English.""Jesus spoke and probably taught in Aramaic, his native language, and possible in Hebrew. His followers translated what he spoke into Greek and Hebrew, and passed the his teaching and the stories of his life down to another generation who copied those words into sayings and stories in Greek. These ""gospels"" were translated into Latin as the western word lost its facility with Greek. Those Latin words were then translated into early 17th century English. Today, when we read what people who didn't know Jesus firsthand had to say about his teaching, we are reading a translation of translations, and when you consider the ambiguity that normally arises in matters of religion and metaphysics, it is no wonder we have hundreds of branches of Christianity all claiming something different.Each Gospel is translated in modern English directly from its source language and color-coded ""red,"" ""pink,"" ""gray,"" and ""black"" to reflected whether is very likely (red) or very unlikely (black) that Jesus might have spoken the words attributed to him. This is based on comparing the Gospels to each other and to other ancient written sources about Jesus, the language used, and independent historical sources.The controversial finding here is the claim that 82 percent of the words attributed to Jesus in the Gospels probably were not spoken by him, including almost the entire Gospel of John. This is no surprise to me considering the parallels between the miracles attributed to Jesus and the corresponding miracles attributed to the greek gods Jesus was originally competing against. Or when I think about the claim that the first miracle by Jesus was making more wine for people at a wedding who had already drunk the existing supply. When you look at the saints, rishis and avatars of other religious traditions, the admonition is to purify and cleanse oneself so as to be able to experience God within. Indeed, the early Desert Fathers of the Christian church practiced austerities and fasted to become pure. Hard to imagine Jesus creating wine so people could intoxicate themselves at a party.This accords well with Elaine Pagels contention in her new book ""Beyond Belief"" that the Gospel of John, the last to appear around 100 c.e., was written by someone who was attempting to refute Thomas, and its message that union with Jesus or God could be directly experienced in much the same way it has been written about in the Vedic tradition (India) by Christian mystics.What is valuable is that after each passage is translated, what follows is a scholarly discussion on how that translation was arrived at, background information, what exactly the words could have meant in another context or translation and how those words compare to the writings of the other gospels.Worth the price of the book is the first 38 pages that discuss the probable history of the Gospels, the saying of ""Q"" as a precursor to Matthew and Luke, the differences between John, Thomas and the other Gospels and how the scholars went about their research. Throughout the book side-pages explain terminology, Paul of Tarsus, the meaning of ""tense"" (the use of past tense or present tense in the writings), the ""I am sayings in the Gospel of John. Also provided are direct comparisons of the gospel language from similar passages.The audience for this book is not those who wish to rely on faith in understanding Jesus. The findings are controversial, but book provides a great wealth of new information on the gospels of Jesus. It will give you tools to begin to evaluate for yourself as you read the passages of the gospels what Jesus might and might not have said."
B000NZ626S,The Silver Crown,,A3MUOXX2VLE2VP,kate,0/0,5.0,1022025600,one of the best books ever,"this would have to be one of the best books i've ever read. i first read this book in 2nd grade and since then have been trying to get a copy. now i have two copies; the new one and the old one with the cool map and pictures.the book is about a ten-year-old girl named ellen who gets a silver crown on her birthday. then her house burns down so she has to go to her aunt's house. she soon finds out that she's being followed by more than one person linked to a dark castle in the woods and that they're after the crown.as i said, this is one of the coolest books ever!"
B0007DW5DK,A horseman riding by,,A3N5VK0C7RSUGX,Anthony,0/0,5.0,1343779200,Long Summer Day,"Superlative characterization, engaging story which gives a view of the social situation in rural southwest England during the first decade and a half of the 20th century. Looking forward to finishing the next book, Post of Honour which carries on the story of the people in this valley."
0671043323,Practical Magic,,AGVW0K8UGZA7L,Stephanie Flatley,1/4,4.0,949449600,"Astonishing, beautiful","This book truly touched me; it stirs thoughts of past, present and future and gives a new appreciation for the depth and beauty, the sadness and poignancy of them all. I would recommend this book to anyone I knew who enjoyed thoroughly touching, viscerally romantic stories about /people./"
0471183113,"Star Ware: The Amateur Astronomer's Ultimate Guide to Choosing, Buying, and Using Telescopes and Accessories, 2nd Edition",,,,0/3,1.0,907372800,THIS BOOK IS OUT OF DATE AND USELESS!,"The problem with this book is that the information is not in any coherent pattern. If you are interested in a particular type of equipment you can't find where it is located in the book! Also, the few areas I was able to find that were relevant to what I was looking for were totally out of date. The equipment Mr. Harrington revied had been discontinued by the manufactuers! I found this book a USELESS waste of money."
B000GROP62,Nineteen Eighty-four,,AJ98YA4Y333BK,"CJA ""CJA""",2/2,5.0,1275609600,The Great Novel of the 20th Century,"In terms of exploring the human condition in the modern era, this is the great novel of the twentieth century. I first read this book in 1968, when 1984 seemed far in the future. Now it's 26 years in the past. The totalitarian regime of the Soviet Union which so much concerned Orwell is also long gone. But the novel lives on for good reason.Orwell's book will be read for centuries -- when the totalitarian regimes of the 20th Century are as distant in the past as the 30 Years War is from us -- because Orwell is concerned about the nature of reality and the nature of power. Reality, after all, is a construct. We must strive to superimpose some narrative on the events and data swirling around us. This requires the use of language and the use of a context. Therefore, if one controls language and one controls the historical record that gives everything a context, one can control and manipulate everyone's reality. One can, in short, achieve absolute power.In the future dystopia imagined by Orwell the state controls language and constantly rewrites the past. Words are systmatically eliminated from the English language so that there are no longer any shades of gray. Absolute control over information is achieved so that however ridiculous the latest message from the party, it must be believed -- and if it is not believed, one begins to question one's own sanity.Much of debate surrounding this book centers around whether the precise dystopia predicted by Orwell will ever actually occur, thereby missing the point. Given the information revolution, the shrinking of the world, and the fall of the Soviet Union, we are less concerned today about the threat of a totalitarian regime than we are by resource limitations. The dystopia we now imagine concerns a constant state of war over shrinking resources complicated by the ability of small fringe groups to use terror as an effective weapon against highly centralized and complex modern structures.But Orwell's vision is more fundamental. Given the profound ability to manipulate and control the individual, what is to prevent humanity from ultimately degenerating over the next millenia into systems resembling the ant heap? For Orwell, the individual's duty is to be constantly vigilant about manipulations of language, ideas, and history that occur in every society so that we don't take any steps toward the world of the ant heap.This is an absolutely brilliant book, written with great passion in 1948 by a dying man concerned about the human condition. It is one of the few books that everyone must read."
0864424361,Lonely Planet Turkish Phrasebook (Lonely Planet Phrasebook: India),,A3KWDZG11PGJRX,WERWOLF777,0/1,5.0,1169596800,THE BEST TURKISH PHRASEBOOK!,"NEED I SAY MORE?, IT'S GOT A THE LATEST AND MOST ACCURATE INFO."
0786103523,The Dharma Bums,39.95,A11299O3CKJFW6,M. McDonnell,2/2,5.0,1188345600,"Something every 20 year old can relate to, at least","One of the most often used metaphors for inner growth is the travel journal and I'm sure Kerouac would have enjoyed Gurdjieff's somewhat autobiograhical travel novel ""Meetings with Remarkable Men."" Has this generation (2007) not yet found it's Dharma Bums? Maybe the line between literature and music is blurring (thanks to Dylan, Bob that is). Where is the excitement of adventure that leaps off the pages of these books stirring an energy to do something now, to seek, to find, to discover!!I would have every 14-20 year-old in America read Dharma Bums (and Electric Kool Aid Acid Test)... it's up to YOU to put some adventure in YOUR LIFE... IT'S YOUR LIFE!"
B000NGRNGA,The Golden Treasury of Poetry.,,A2I3SX01TVDJJB,Aaron White,0/0,5.0,1326240000,Best illustrations and Poetry,"This book was given to my mom when she was 13 from her sister. She used to draw from the illustrations inside. When I was about 10, she let me start drawing from it. I absolutely love it! I have used it over the years to draw from, and now I teach art, and my students draw from these beautiful pen and ink illustrations. The book is lovely and full of wonderful poems and collections. And although the poetry is wonderful, I have to say the illustrations are my favorite ever. This is a classic you don't want to pass up!"
B000OUF43Y,THE MATRIARCH The Kathy Pettingill Story,,A145BZW919HN5F,Rmg,0/0,1.0,1351468800,The matriarch,I felt that her true uncaring side was being glossed over. She may have been family minded in a warped way but had no empathy for the horror her family was visiting upon others
0316713597,"Flawed Dogs: The Year End Leftovers at the Piddleton ""Last Chance"" Dog Pound",12.91,A1DNHYETXS0MCT,gena lee,1/2,5.0,1179446400,LOVE FLAWED DOGS,the imagination and humor is amazingly funny. i can look through the book over and over and see something different and fun. i share this with my grandsons. i like to use it to expand their imaginations. to let them know there is no limit to the mind.gena lee
0582528259,Jane Eyre (Simple English),,A2S2PDXJMO49VU,Jiahao,0/0,4.0,1329177600,Jane Eyre,"Jane Eyre is a novel that follows a woman from the Victorian times in which she struggles to find her true identity and what really brings her happiness. Starting off as an orphan adopted by her aunt who despises her, she works her way up to become a governess. Through her struggle of finding independence in a society where women are looked down upon, she meets Mr. Rochester and hopelessly falls in love with him. Torn between finding independent happiness and romantic happiness, Jane indulges in a self journey fighting between what her heart desires and what her mind wants. Rochester is a man with much power and in a way intimidates Jane with his status but little did Jane know he was hiding a dark secret from her.""Women are supposed to be very calm generally: but women feel just as men feel; they need exercise for their faculties, and a field for their efforts as much as their brothers do; they suffer from too rigid a restraint, too absolute a stagnation, precisely as men would suffer; and it is narrow-minded in their more privileged fellow-creatures to say that they ought to confine themselves to making puddings and knitting stockings, to playing on the piano and embroidering bags. It is thoughtless to condemn them, or laugh at them, if they seek to do more or learn more than custom has pronounced necessary for their sex.""Not only is this a dramatic romance novel, but it is also a very eye opening novel in which Jane discovers that women should not confine to the expectations society has provided for them, but instead has a whole world to them for them to explore and obtain."
0880885661,Walden,,A1H7Y5XKPGT0OS,"Rama Rao ""Rama""",0/0,5.0,1301356800,Henry David Thoreau and Hindu scriptures,"Reading through the pages of this book makes you wonder if the author was a hermit and a heretic or a social reformer, or a mystical philosopher. ""On Walden Pond"" sounds similar to the classic movie ""On Golden Pond,"" starring Henry Fonda and Katherine Hepburn. There are some similarities; in both stories the lead characters go and live near a secluded lake (pond) to spend their lives, but Thoreau goes a step forward to find himself and his soul when he can't accept the status quo of life. His journey is to find the truth that is beyond the apparent reality: A search for transcendental truth of Bhagavadgita and Upanishads. His search for the nature of soul is found in the tranquility of Walden Pond when he states that, ""In the morning I bathe my intellect in the stupendous and cosmogonal philosophy of the Bhagvat Geeta, since whose composition years of the gods have elapsed, and in comparison with which our modem world and its literature seem puny and trivial; and I doubt if that philosophy is not to be referred to a previous state of existence, so remote is its sublimity from our conceptions. I lay down the book and go to my well for water, and lo! There I meet the servant of the Brahmin, priest of Brahma and Vishnu and Indra, who still sits in his temple on the Ganges reading the Vedas, or dwells at the root of a tree with his crust and water jug. I meet his servant come to draw water for his master, and our buckets as it were grate together in the same well. The pure Walden water is mingled with the sacred water of the Ganges. With favoring winds it is wafted past the site of the fabulous islands of Atlantis and the Hesperides, makes the periplus of Hanno, and, floating by Temate and Tidore and the mouth of the Persian Gulf, melts in the tropic gales of the Indian seas, and is landed in ports of which Alexander (the Great) only heard the names."" Through these passages he compares himself to the great Vedic sages and rishis who meditated deep in the woods for prolonged period of time in total tranquility to realize spiritual awakening. Thoreau was a prophet who had the same identity crisis as his better known contemporaries like; Emerson, Whitman, Channing, Hawthorne, Melville, and Dickinson. But among these men, Thoreau was forerunner as practitioner. He insisted that knowledge without experience or action is a false knowledge.Thoreau's passion to seek inner meaning of life is illustrated by his disappointment in the traditional Christian culture; ""We have adopted Christianity merely as an improved method of agriculture. We have built for this world a family mansion, and for the next a family tomb. The best works of art are the expression of man's struggle to free himself from this condition, but the effect of our art is merely to make this low state comfortable and that higher state to be forgotten."" In another paragraph he observes; ""For most men, it appears to me, are in a strange uncertainty about it, whether it is of the devil or of God, and have somewhat hastily concluded that it is the chief end of man here to glorify God and enjoy him forever."" In another section of the book, Thoreau writes, ""We perceive that only great and worthy things have any permanent and absolute existence that petty fears and petty pleasures are but the shadow of the reality. This is always exhilarating and sublime. By closing the eyes and slumbering, and consenting to be deceived by shows, men establish and confirm their daily life of routine and habit every where, which still is built on purely illusory foundations."" He continues in the later part of the paragraph, ""I have read in a Hindoo book, that there was a king's son, who, being expelled in infancy from his native city, was brought up by a forester, and, growing up to maturity in that state, imagined himself to belong to the barbarous race with which he lived. One of his father's ministers having discovered him, revealed to him what he was, and the misconception of his character was removed, and he knew himself to be a prince. So soul,"" continues the Hindoo philosopher, ""from the circumstances, in which it is placed, mistakes its own character, until the truth is revealed to it by some holy teacher, and then it knows itself to be Brahme. I perceive that we inhabitants of New England live this mean life that we do because our vision does not penetrate the surface of things.""Thoreau was also keenly interested in the work Charles Darwin and the theory of evolution. In many ways he resembled Darwin in his patient observations and Benjamin Franklin in his inventive practicality. Unlike most transcendentalists, he could do things, tend to garden and make home repairs for Emerson, or actualize the real carpentry Branson Alcott's fanciful vision of a summer house.Thoreau expresses strong belief in social reforms when he refuses to pay taxes in protest against practice of slavery in Southern States. He championed abolitionist John Brown whom he met briefly in Concord, Massachusetts. In one paragraph he laments; ""I sometimes wonder that we can be so frivolous,.."" ""There are so many keen and subtle masters that enslave both north and south. It is hard to have a southern overseer; it is worse to have a northern one; but worst of all when you are the slave driver of your soul.""1.Civil Disobedience2.The Complete Works of Ralph Waldo Emerson & Henry David Thoreau3.Henry David Thoreau : A Week on the Concord and Merrimack Rivers / Walden; Or, Life in the Woods / The Maine Woods / Cape Cod (Library of America)"
B000F6Z4UU,FreeBSD Unleashed (With CD-ROM),,A1S1YJT4DN3TEC,"josech ""josech""",2/2,5.0,1007164800,A good book for the Unleashed Series,"As a FreeBSD enthusiast I could say that everything is on the handbook, but I'd be a liar. Everything about FreeBSD is on FreeBSD.For all those who have heard about FreeBSD and desire to start from scratch (i.e. moving from Windows), you'll need all the help you can get: you'll have to look for the Complete FreeBSD book, the Handbook (printed or online) and will be surfing the FreeBSD man pages after the instalation... and then you'll have to use your own creativity imagination and all the internet search engines available to understand and implement this beautiful OS. But the results are excellent, the stability and security that FreeBSD offers are outstanding.FreeBSD Unleashed is certainly a book which has many updated information and shares many common points with the books mentioned above, however, all of them complement each other. I certainly recommend this book for everyone who needs a good reference book for FreeBSD and already owns the others mentioned.Good Luck!"
0613025288,The English Patient,,,,0/1,5.0,866937600,Intoxicating,"Ondaatje puts American writers to shame. This book is not the kind of book that you read in one fell swoop. It's the type of book you savor, to read over and over and over. Some passages are so incredibly beautiful that I've memorized them like a favorite poem.The English Patient is about loss and the lives of characters destroyed by arbitrary boundaries--geographical, physical, and spiritual. It's about man's primitive instincts, and the need to make meaning of what we cannot understand.Read this book for the pleasure of its prose. Read it for a story that reveals how we are all ultimately trapped in the vortex of our own mortality"
B000I1DFJ4,"The Dragonbone Chair (Memory, Sorrow, & Thorn Ser.)",,,,1/1,3.0,937440000,Begins a great story arc,"This book starts my favorite series of any genre. However, this book should not be attempted by a weekend reader. While the series is good, the first book moves slowly, and I feel that unless you read books quick you will get disenhartened and bored before long - but if you do make it to the end, one of the best endings of all books awaits. Its other strengths are a believable fantasy world - a human world, with almost no magic, monsters or other races, meaning that the world is understandable and easier to emerse oneself in - like Eddings, without gods. Note that the word is almost - minute amounts of magic, monsters and elf-equivalents appear in mostly supporting roles."
